Order_Row_ID,Order_ID,Order_Date,Sales
284,CA-2016-130883,26-09-2016,141.76
287,CA-2017-112697,18-12-2017,254.058
290,CA-2017-110772,20-11-2017,19.096
294,CA-2015-111451,26-12-2015,300.416
299,CA-2017-142545,28-10-2017,32.4
304,US-2018-152380,19-11-2018,219.075
305,CA-2016-144253,04-05-2016,26.8
306,CA-2015-130960,30-12-2015,9.84
307,CA-2015-111003,01-06-2015,45.48
309,CA-2018-126774,15-04-2018,4.89
310,CA-2017-142902,12-09-2017,15.136
314,CA-2015-120887,27-09-2015,87.54
315,CA-2015-167850,09-08-2015,178.384
317,CA-2015-164259,28-12-2015,99.136
318,CA-2015-164973,04-11-2015,135.882
323,CA-2015-156601,19-09-2015,7.16
324,CA-2017-162138,23-04-2017,251.52
326,CA-2018-153339,03-11-2018,15.992
327,US-2017-141544,30-08-2017,290.898
332,US-2017-150147,25-04-2017,82.8
335,CA-2016-137946,01-09-2016,4.752
338,CA-2015-129924,12-07-2015,7.712
340,CA-2016-128167,22-06-2016,4.96
341,CA-2015-122336,13-04-2015,17.856
345,US-2016-120712,20-12-2016,88.8
346,CA-2018-169901,15-06-2018,47.976
347,CA-2018-134306,08-07-2018,7.56
350,CA-2017-129714,01-09-2017,6.79
355,CA-2017-138520,08-04-2017,388.704
359,CA-2017-130001,23-04-2017,36.24
360,CA-2018-155698,08-03-2018,647.84
362,CA-2018-144904,25-09-2018,20.7
366,CA-2015-123344,24-09-2015,211.96
367,CA-2017-155516,21-10-2017,23.2
371,CA-2018-104745,29-05-2018,25.92
373,US-2015-119137,23-07-2015,8.16
377,US-2017-134656,28-09-2017,99.136
378,US-2018-134481,27-08-2018,1488.424
379,CA-2016-130792,28-04-2016,8.652
382,CA-2017-134775,28-10-2017,50.96
384,CA-2016-125395,26-06-2016,41.9
385,US-2016-168935,27-11-2016,375.4575
387,CA-2016-122756,03-12-2016,482.34
389,CA-2015-115973,24-11-2015,2.624
390,CA-2018-101798,11-12-2018,23.36
392,US-2015-135972,21-09-2015,246.384
394,US-2015-134971,07-06-2015,12.462
395,CA-2018-102946,30-06-2018,75.792
396,CA-2018-165603,17-10-2018,49.96
398,CA-2016-122259,31-10-2016,70.12
399,CA-2017-108987,08-09-2017,35.952
403,CA-2015-113166,24-12-2015,9.568
404,CA-2015-155208,16-04-2015,39.072
405,CA-2018-117933,24-12-2018,35.91
406,CA-2018-117457,08-12-2018,179.95
415,CA-2018-142636,03-11-2018,139.86
417,CA-2018-122105,24-06-2018,95.92
418,CA-2017-148796,14-04-2017,383.8
419,CA-2018-154816,06-11-2018,5.78
420,CA-2018-110478,04-03-2018,9.32
422,CA-2015-142048,22-06-2015,196.752
423,CA-2018-125388,19-10-2018,56.56
425,CA-2018-155705,21-08-2018,866.4
426,CA-2018-149160,23-11-2018,28.4
428,CA-2015-101476,12-09-2015,69.99
429,CA-2018-152275,01-10-2018,6.672
430,US-2017-123750,15-04-2017,189.588
434,CA-2017-127369,06-06-2017,714.3
435,US-2015-150574,19-12-2015,4.812
437,CA-2017-147375,12-06-2017,1007.979
439,CA-2018-130043,15-09-2018,31.872
440,CA-2018-157252,20-01-2018,207.846
441,CA-2017-115756,05-09-2017,12.22
447,CA-2018-154214,20-03-2018,2.91
448,CA-2017-166674,01-04-2017,59.52
454,CA-2018-147277,20-10-2018,284.364
456,CA-2017-100153,13-12-2017,63.88
457,US-2015-110674,12-02-2015,129.568
458,US-2017-157945,26-09-2017,747.558
460,CA-2016-109638,15-12-2016,103.92
463,CA-2017-109869,22-04-2017,23.56
468,US-2016-101399,17-01-2016,254.744
469,CA-2018-154907,31-03-2018,205.3328
470,US-2017-100419,16-12-2017,4.788
471,CA-2016-154144,20-12-2016,55.48
472,CA-2015-144666,09-11-2015,340.92
478,CA-2017-103891,12-07-2017,95.76
479,CA-2017-152632,27-10-2017,40.2
480,CA-2017-100790,26-06-2017,14.7
482,CA-2015-134677,06-10-2015,9.09
483,CA-2015-127691,22-07-2015,5.96
485,CA-2018-140963,10-06-2018,29.6
488,CA-2015-154627,29-10-2015,2735.952
489,CA-2015-133753,09-06-2015,7.992
492,CA-2015-113362,14-09-2015,449.15
494,CA-2017-169166,09-05-2017,93.98
495,US-2017-120929,18-03-2017,189.882
496,CA-2016-134782,27-12-2016,105.42
497,CA-2017-126158,25-07-2017,119.616
501,US-2017-105578,30-05-2017,22.62
506,CA-2018-134978,12-11-2018,15.92
507,CA-2016-145352,16-03-2016,2.74
511,CA-2018-135307,26-11-2018,126.3
513,CA-2017-106341,20-10-2017,7.152
514,CA-2018-163405,21-12-2018,6.63
516,CA-2018-127432,22-01-2018,2999.95
520,CA-2016-157812,22-03-2016,18.392
523,CA-2018-145142,23-01-2018,210.98
524,US-2017-139486,21-05-2017,55.176
526,CA-2016-158792,26-12-2016,22.2
527,CA-2018-113558,21-10-2018,683.952
529,US-2016-138303,03-09-2016,36.336
532,CA-2016-102848,07-11-2016,190.72
533,US-2018-129441,07-09-2018,47.94
534,CA-2017-168753,29-05-2017,979.95
536,CA-2017-126613,10-07-2017,16.768
537,US-2018-122637,03-09-2018,42.616
538,CA-2016-147851,03-12-2016,10.752
539,CA-2016-134894,07-12-2016,152.94
541,CA-2015-140795,01-02-2015,468.9
542,CA-2017-136924,14-07-2017,380.864
543,US-2016-120161,18-12-2016,646.776
544,CA-2015-103849,11-05-2015,58.112
547,CA-2018-162929,19-11-2018,41.28
549,CA-2016-113173,15-11-2016,250.272
552,CA-2017-136406,15-04-2017,1121.568
553,CA-2018-112774,11-09-2018,34.504
554,CA-2018-101945,24-11-2018,10.824
555,CA-2018-100650,29-06-2018,1295.78
556,CA-2015-155852,03-03-2015,19.456
557,CA-2017-113243,10-06-2017,20.7
560,CA-2018-118731,20-11-2018,42.6
562,CA-2015-145576,14-09-2015,13
564,CA-2016-130736,07-12-2016,3.96
566,CA-2018-137099,07-12-2018,374.376
567,CA-2018-156951,01-10-2018,91.84
571,CA-2018-164826,28-12-2018,72.45
575,CA-2017-127250,03-11-2017,8.82
576,CA-2016-149713,18-09-2016,160.72
579,CA-2018-118640,20-07-2018,69.712
581,CA-2016-132906,10-09-2016,51.52
582,CA-2018-145233,01-12-2018,470.376
587,CA-2016-128139,03-07-2016,70.98
589,US-2017-156986,20-03-2017,84.784
593,CA-2015-135405,09-01-2015,9.344
595,CA-2015-131450,08-08-2015,76.12
599,CA-2017-120180,14-07-2017,11.632
600,US-2017-100720,16-07-2017,143.982
603,CA-2015-149958,15-03-2015,142.776
608,US-2015-105767,23-05-2015,3.282
611,CA-2017-161816,28-04-2017,369.576
613,CA-2017-121223,11-09-2017,8.448
615,CA-2018-138611,14-11-2018,119.94
617,CA-2018-117947,18-08-2018,40.48
622,US-2015-111171,26-12-2015,8.69
623,CA-2016-138009,29-11-2016,301.96
627,CA-2018-163020,15-09-2018,35.56
628,CA-2018-153787,19-05-2018,97.16
629,CA-2018-133431,17-12-2018,15.24
631,US-2017-135720,11-12-2017,243.384
634,CA-2018-144694,24-09-2018,17.88
636,CA-2016-168004,04-10-2016,392.94
637,US-2017-123470,15-08-2017,18.882
639,CA-2017-115917,20-05-2017,1049.2
641,CA-2017-147067,18-12-2017,18.84
642,CA-2018-167913,30-07-2018,330.4
644,CA-2018-106103,10-06-2018,132.52
645,US-2018-127719,21-07-2018,6.48
646,CA-2018-126221,30-12-2018,209.3
647,CA-2017-103947,01-04-2017,31.56
649,CA-2017-160745,11-12-2017,14.8
652,CA-2017-132661,23-10-2017,379.4
653,CA-2018-140844,19-06-2018,97.82
655,CA-2017-137239,22-08-2017,113.552
658,US-2017-156097,19-09-2017,701.372
660,CA-2016-146563,24-08-2016,999.432
664,CA-2017-123666,26-03-2017,459.95
665,CA-2017-143308,04-11-2017,10.74
666,CA-2018-132682,08-06-2018,23.76
669,CA-2015-156314,24-12-2015,30.36
670,US-2018-106663,09-06-2018,23.976
673,CA-2018-111178,15-06-2018,19.56
674,CA-2018-130351,05-12-2018,61.44
677,US-2018-119438,18-03-2018,2.688
681,CA-2017-164511,19-11-2017,14.352
684,US-2018-168116,04-11-2018,7999.98
686,CA-2015-157784,05-07-2015,479.97
689,CA-2018-161480,25-12-2018,191.984
690,US-2015-117135,21-06-2015,104.01
693,CA-2016-131534,28-03-2016,166.24
695,CA-2016-119291,14-05-2016,198.272
702,CA-2018-114552,02-09-2018,15.072
703,CA-2017-163755,04-11-2017,209.88
704,CA-2016-142027,09-04-2016,369.912
705,CA-2015-138527,12-09-2015,10.368
708,CA-2015-112158,02-12-2015,119.96
711,CA-2015-113887,05-04-2015,55.48
712,CA-2018-146136,03-09-2018,24.448
713,US-2018-100048,19-05-2018,281.34
716,CA-2015-153150,01-07-2015,19.92
717,CA-2015-130092,11-01-2015,9.94
718,CA-2018-108910,24-09-2018,103.056
719,CA-2015-104472,02-06-2015,59.808
721,CA-2017-112942,13-02-2017,146.82
722,CA-2017-142335,15-12-2017,1652.94
724,CA-2015-117429,07-10-2015,129.92
725,CA-2017-114713,07-07-2017,45.584
726,CA-2018-144113,16-09-2018,17.568
728,US-2017-150861,03-12-2017,182.72
733,CA-2018-131954,21-01-2018,242.94
739,CA-2015-132500,08-09-2015,49.98
740,CA-2015-112326,04-01-2015,11.784
743,US-2017-146710,27-08-2017,51.52
747,CA-2015-124429,27-05-2015,567.12
749,CA-2017-150889,20-03-2017,11.992
750,CA-2018-126074,02-10-2018,58.05
754,CA-2017-110499,07-04-2017,1199.976
755,CA-2016-135272,07-12-2016,79.92
756,CA-2017-140928,18-09-2017,383.438
757,CA-2015-106803,29-12-2015,24.56
759,CA-2018-117240,23-07-2018,13.128
760,CA-2018-133333,18-09-2018,22.72
761,CA-2016-112319,31-08-2016,58.32
762,CA-2018-126046,03-11-2018,12.39
763,CA-2016-114923,08-02-2016,107.982
764,CA-2015-162775,13-01-2015,11.36
769,CA-2015-106810,14-05-2015,310.88
770,CA-2017-157245,19-05-2017,641.96
771,CA-2018-104220,30-01-2018,18.28
777,CA-2015-165974,29-06-2015,32.76
778,CA-2016-144267,21-08-2016,544.008
782,US-2016-157014,03-10-2016,32.07
786,CA-2016-154921,23-05-2016,186.69
787,CA-2018-129567,17-03-2018,17.456
788,CA-2016-154620,12-12-2016,348.928
789,CA-2016-115938,26-06-2016,143.96
793,CA-2017-105256,20-05-2017,1363.96
794,CA-2015-156433,20-09-2015,9.96
796,CA-2018-151428,21-09-2018,20.16
797,CA-2016-124653,24-12-2016,132.79
800,CA-2016-101910,27-11-2016,283.92
801,CA-2018-105809,20-02-2018,22.23
803,CA-2017-136133,18-08-2017,355.32
804,CA-2017-115504,12-03-2017,12.96
805,CA-2018-135783,22-04-2018,18.28
806,CA-2015-134313,01-11-2015,43.176
808,CA-2016-140921,03-02-2016,28.4
810,CA-2015-151995,13-10-2015,11.52
814,CA-2018-143686,14-05-2018,18.28
816,CA-2016-106565,20-03-2016,51.84
817,CA-2017-149370,15-09-2017,5.344
818,CA-2015-140858,28-06-2015,41.472
823,CA-2018-101434,20-06-2018,239.97
825,US-2015-102071,09-05-2015,67.8
827,CA-2018-126956,21-08-2018,35
830,CA-2018-129462,16-06-2018,301.96
834,CA-2017-165316,23-07-2017,35.216
837,US-2015-115987,08-09-2015,51.184
838,US-2018-156083,04-11-2018,9.664
839,US-2017-137547,07-03-2017,21.072
840,CA-2016-100454,20-11-2016,60.45
843,CA-2017-161669,07-11-2017,37.44
847,CA-2016-114300,13-10-2016,83.72
849,CA-2018-107503,01-01-2018,48.896
850,CA-2015-107755,07-02-2015,115.36
851,CA-2017-152534,20-06-2017,5.16
853,CA-2017-113747,28-05-2017,185.88
854,CA-2017-123274,19-02-2017,44.46
856,CA-2015-125612,03-08-2015,39.96
859,CA-2018-161984,10-04-2018,7.61
861,CA-2015-133851,09-06-2015,7.36
863,CA-2017-134474,05-01-2017,191.472
866,CA-2015-149020,10-01-2015,2.89
868,CA-2017-134362,29-09-2017,15.936
869,CA-2015-136742,06-04-2015,44.91
870,CA-2017-158099,03-09-2017,1141.47
872,CA-2016-131128,19-10-2016,34.44
873,CA-2015-148488,10-12-2015,11.36
875,CA-2018-114636,25-08-2018,192.16
876,CA-2017-116736,17-01-2017,322.59
879,US-2015-158638,17-09-2015,5.892
880,CA-2018-111689,30-11-2018,68.472
882,CA-2016-129098,09-10-2016,30.84
883,US-2018-123463,23-12-2018,13.48
884,CA-2017-165148,22-10-2017,31.4
885,CA-2015-134061,29-04-2015,17.46
886,CA-2016-143602,25-04-2016,13.944
887,CA-2018-115364,26-06-2018,83.76
888,CA-2018-150707,14-10-2018,37.66
889,CA-2015-104976,09-12-2015,34.68
890,CA-2018-132934,20-06-2018,149.95
892,CA-2018-133256,26-06-2018,4.54
895,CA-2017-105494,10-11-2017,155.82
897,CA-2017-140634,03-10-2017,15.648
898,CA-2015-144407,09-09-2015,103.6
899,CA-2018-160983,29-10-2018,46.96
900,US-2017-114622,10-04-2017,8.904
901,CA-2018-150959,11-11-2018,10.44
903,CA-2018-132353,15-09-2018,323.976
904,CA-2017-130477,08-04-2017,20.04
907,CA-2018-143259,30-12-2018,323.136
910,CA-2018-137596,02-09-2018,1199.8
913,CA-2016-133627,31-05-2016,22.2
914,CA-2018-102519,27-11-2018,46.94
916,US-2015-141215,15-06-2015,99.918
919,CA-2017-165218,05-03-2017,149.352
921,CA-2015-138296,05-12-2015,24.56
922,CA-2016-111164,11-04-2016,85.14
925,CA-2017-149797,15-09-2017,841.568
926,CA-2015-132962,13-09-2015,15.552
928,CA-2016-115091,05-10-2016,46.2
930,CA-2018-144932,14-04-2018,14.592
933,CA-2018-114216,02-09-2018,12.192
934,CA-2017-140081,20-06-2017,45.056
938,US-2018-111745,05-11-2018,159.99
939,CA-2016-148250,13-12-2016,12.96
941,CA-2017-105760,19-06-2017,17.12
942,CA-2017-142958,13-12-2017,6.096
944,CA-2016-120880,29-05-2016,32.4
947,US-2016-140200,26-07-2016,393.165
948,US-2018-110576,28-11-2018,516.488
953,CA-2018-131156,03-04-2018,25.472
954,CA-2018-136539,28-12-2018,27.168
956,CA-2018-119305,30-11-2018,173.8
957,CA-2018-102414,15-05-2018,29.592
960,CA-2016-112571,22-09-2016,204.6
961,CA-2018-152142,14-11-2018,321.568
962,CA-2016-160059,27-11-2016,6.24
963,CA-2017-120859,01-09-2017,21.88
964,CA-2015-127488,22-09-2015,4.608
965,CA-2018-135279,09-04-2018,9.82
971,CA-2015-115791,16-01-2015,127.104
975,US-2018-103247,05-10-2018,160.93
977,US-2018-100209,09-07-2018,1.08
978,CA-2018-159366,07-01-2018,3059.982
979,CA-2017-145499,30-05-2017,3.282
980,CA-2016-157035,09-12-2016,34.02
981,CA-2017-144939,03-10-2017,599.292
982,CA-2015-163419,11-11-2015,3.392
985,CA-2018-100314,29-09-2018,7.968
988,CA-2016-146829,10-03-2016,1.112
989,CA-2018-167899,21-05-2018,520.05
991,CA-2016-153549,29-03-2016,1166.92
992,CA-2017-110023,09-09-2017,14.624
993,CA-2017-105585,26-08-2017,10.23
995,CA-2015-117639,21-05-2015,2715.93
997,CA-2016-162537,28-10-2016,10.67
1001,CA-2017-155488,13-11-2017,44.02
1002,CA-2016-124891,31-07-2016,2309.65
1005,CA-2016-126445,27-08-2016,484.65
1006,CA-2016-111199,13-11-2016,115.296
1007,CA-2016-105312,06-11-2016,7.08
1009,US-2018-106705,26-12-2018,44.75
1010,CA-2018-135034,01-08-2018,95.984
1011,CA-2015-158540,24-11-2015,151.72
1012,CA-2018-118437,17-06-2018,155.25
1014,US-2016-126214,21-12-2016,1618.37
1016,CA-2016-133025,17-09-2016,32.4
1017,CA-2016-108665,06-07-2016,13.96
1021,CA-2016-124450,27-04-2016,22.74
1024,CA-2016-167269,16-06-2016,6.208
1025,CA-2018-106964,17-12-2018,11.808
1026,CA-2017-126529,11-01-2017,15.552
1029,CA-2015-163552,11-07-2015,177.2
1034,CA-2017-109820,20-11-2017,15.696
1037,CA-2017-113061,22-04-2017,86.62
1038,CA-2016-127418,13-06-2016,36.624
1039,CA-2018-121818,20-11-2018,23.968
1041,CA-2017-127670,20-03-2017,697.16
1042,CA-2017-102981,06-09-2017,31.86
1044,CA-2018-115651,09-07-2018,8.84
1046,CA-2018-152702,12-10-2018,254.604
1047,CA-2017-169103,08-03-2017,1363.96
1049,CA-2015-139192,27-05-2015,1113.504
1051,US-2016-153500,03-07-2016,168.464
1054,CA-2016-110667,04-04-2016,11.16
1058,CA-2018-167150,10-12-2018,19.936
1060,CA-2017-105284,24-11-2017,4.416
1061,US-2016-125374,23-03-2016,107.772
1062,CA-2016-161263,16-04-2016,45.216
1068,CA-2017-157686,01-10-2017,194.848
1069,US-2018-139955,28-09-2018,1.744
1070,US-2016-150161,25-07-2016,25.176
1071,CA-2016-144652,20-11-2016,19.46
1072,CA-2017-152814,28-04-2017,29.472
1073,CA-2018-106943,14-11-2018,8.64
1074,CA-2017-134348,12-11-2017,6.27
1077,CA-2017-161781,29-09-2017,40.88
1078,CA-2018-132521,23-09-2018,119.96
1081,CA-2016-110016,29-11-2016,19.92
1083,US-2017-143819,01-03-2017,836.592
1087,CA-2017-167584,12-08-2017,6.48
1088,CA-2017-166163,15-08-2017,71.976
1090,CA-2018-158407,04-06-2018,31.984
1092,CA-2016-143490,06-12-2016,120.15
1094,CA-2016-165085,27-12-2016,28.9
1096,CA-2018-160423,21-01-2018,348.208
1098,CA-2015-159338,25-06-2015,447.84
1099,CA-2017-107216,14-06-2017,7.04
1103,US-2018-145863,21-04-2018,2.694
1105,CA-2017-112340,21-10-2017,22.92
1106,US-2017-110156,19-11-2017,100.704
1114,CA-2018-140585,18-12-2018,46.672
1117,CA-2017-144855,22-07-2017,6.3
1118,CA-2016-142755,04-09-2016,279.9
1122,US-2015-147627,20-01-2015,699.93
1128,CA-2016-105970,02-03-2016,10.16
1130,CA-2017-112102,12-04-2017,343.92
1133,US-2017-114776,06-12-2017,19.44
1134,US-2017-134908,05-06-2017,124.608
1136,US-2017-148803,11-12-2017,85.224
1137,CA-2017-152170,12-11-2017,287.52
1142,CA-2015-146969,29-09-2015,204.6
1147,CA-2016-112452,04-04-2016,644.076
1152,CA-2016-113971,08-05-2016,8.352
1153,CA-2017-160395,31-12-2017,3.64
1155,CA-2015-136567,20-12-2015,122.48
1159,CA-2017-149314,02-07-2017,195.184
1160,CA-2018-147039,29-06-2018,362.94
1162,CA-2015-126522,01-09-2015,53.94
1163,CA-2015-127964,03-03-2015,9.99
1166,CA-2015-117709,04-05-2015,46.8
1167,CA-2016-125416,02-11-2016,447.93
1168,CA-2018-145226,08-12-2018,109.48
1172,US-2015-100279,10-03-2015,22.38
1173,CA-2015-158064,21-04-2015,16.52
1174,US-2016-104430,22-10-2016,5.176
1175,CA-2016-132080,22-08-2016,50.112
1176,CA-2017-161207,29-08-2017,27.93
1177,CA-2015-120243,27-12-2015,11.56
1178,CA-2017-113621,01-12-2017,172.5
1180,CA-2017-168081,24-04-2017,258.696
1181,CA-2015-128146,21-06-2015,1322.93
1183,CA-2018-138779,14-01-2018,21.744
1185,CA-2015-127131,24-11-2015,12.096
1189,CA-2018-117212,26-02-2018,81.92
1194,US-2016-130519,15-09-2016,15.552
1198,CA-2017-130946,08-04-2017,431.928
1201,CA-2017-114727,18-07-2017,544.008
1206,CA-2018-133235,01-08-2018,271.96
1207,CA-2017-137050,14-07-2017,11.21
1213,US-2018-118087,09-09-2018,141.372
1221,CA-2015-110184,12-07-2015,249.75
1223,CA-2017-126004,04-12-2017,113.79
1229,CA-2018-100013,06-11-2018,15.28
1232,CA-2016-132570,31-10-2016,2.78
1234,CA-2017-153682,30-05-2017,839.988
1235,CA-2017-144344,28-10-2017,47.952
1239,CA-2015-127012,11-08-2015,12.35
1242,CA-2017-128727,29-08-2017,22
1243,US-2017-162859,15-02-2017,398.352
1245,CA-2018-133641,14-05-2018,48.69
1246,CA-2015-168494,12-12-2015,764.688
1249,CA-2018-115602,18-12-2018,38.82
1253,CA-2016-154956,04-07-2016,1099.96
1254,CA-2018-144638,10-03-2018,5.248
1258,US-2017-168620,24-12-2017,27.882
1261,CA-2018-117079,23-10-2018,863.88
1262,US-2017-144393,28-10-2017,17.616
1263,CA-2018-105053,07-07-2018,17.472
1264,CA-2017-155992,01-10-2017,69.9
1266,CA-2018-110380,02-09-2018,6.57
1267,US-2015-167738,24-12-2015,142.86
1269,CA-2018-121412,23-09-2018,29.328
1270,CA-2018-100426,04-06-2018,12.48
1271,US-2017-103646,21-04-2017,102.336
1274,CA-2017-119186,26-05-2017,10.368
1278,CA-2017-148698,02-05-2017,86.352
1279,CA-2015-163293,08-09-2015,32.97
1281,CA-2017-160815,05-09-2017,278.4
1282,CA-2018-122154,09-04-2018,15.12
1285,US-2016-149692,06-12-2016,2.772
1286,CA-2017-119445,26-06-2017,14.9
1287,CA-2016-124268,04-07-2016,15.48
1288,CA-2017-154711,22-11-2017,39.88
1291,CA-2017-163384,10-11-2017,13.216
1293,CA-2016-101707,27-08-2016,32.94
1296,CA-2016-138898,25-05-2016,845.728
1297,CA-2018-115427,30-12-2018,13.904
1299,CA-2017-134425,08-12-2017,114.95
1300,CA-2016-121391,04-10-2016,26.96
1301,CA-2017-137043,23-12-2017,572.76
1303,CA-2016-115847,19-09-2016,61.96
1304,US-2018-126179,03-07-2018,23.99
1306,CA-2017-101966,14-07-2017,419.944
1307,CA-2017-141397,20-06-2017,46.76
1312,CA-2017-141082,09-12-2017,3.69
1314,US-2017-134488,24-09-2017,155.372
1315,CA-2017-145919,18-12-2017,38.88
1318,CA-2018-157651,10-12-2018,14.2
1319,CA-2015-160773,01-07-2015,575.92
1321,CA-2018-167703,03-02-2018,5.229
1323,CA-2018-121804,03-03-2018,72.8
1324,CA-2018-162635,09-10-2018,10.816
1325,CA-2015-107153,28-09-2015,46.26
1326,US-2015-117058,27-05-2015,17.46
1327,CA-2016-120439,14-06-2016,51.072
1328,CA-2017-128258,30-03-2017,11.34
1329,CA-2018-106033,15-10-2018,87.92
